"shop_name","shop_address","shop_type","shop_phone","shop_openHours","shop_details","shop_link"
"Sunnyview Grocery & Variety","237 Park Lawn Rd, Etobicoke, ON M8Y 3J3","Grocery Stores, Florists & Flower Shops","416-255-0116","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Sunnyview-Grocery-Variety/100922136.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"7 Star Convenience & Grocery","3304 Danforth Ave, Scarborough, ON M1L 1C4","Grocery Stores","416-946-3430","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/7-Star-Convenience-Grocery/102120746.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Lakeshore Mini Mart","2316 Lake Shore Blvd W, Etobicoke, ON M8V 1B5","Grocery Stores, Convenience Stores","416-251-5889","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Lakeshore-Mini-Mart/7129695.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Lakeshore Valu-Mart","2399 Lake Shore Blvd W, Etobicoke, ON M8V 1C5","Grocery Stores","416-503-3491","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Lakeshore-Valu-Mart/101401478.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Baraka Supermarket","9B-60 Danforth Rd, Scarborough, ON M1L 3W4","Grocery Stores","416-792-6060","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Baraka-Supermarket/7210503.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Prince Vape","3502 Danforth Ave, Scarborough, ON M1L 1E1","Grocery Stores","416-698-0378","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Prince-Vape/2477195.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo Properties Ltd","2521 Lake Shore Blvd W, Etobicoke, ON M8V 1E5","Grocery Stores","416-259-8502","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Longo-Properties-Ltd/7163200.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Speshul Treats","50 Burnhill Rd, Scarborough, ON M1L 4R3","Grocery Stores","416-560-4285","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Speshul-Treats/102104310.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Gluten Free Delivery","71 Station Rd, Etobicoke, ON M8V 2R2","Grocery Stores","905-449-1577","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Gluten-Free-Delivery/102399156.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Union Jacks","2893 Bloor St W, Etobicoke, ON M8X 1B3","Grocery Stores","416-233-8110","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Union-Jacks/100881089.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Becker Milk Co Ltd, Head Ofc","671 Warden Ave, Scarborough, ON M1L 0G3","Grocery Stores","416-437-7093","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Becker-Milk-Co-Ltd-Head-Ofc/102112753.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Barkett Foodland","368 Royal York Rd, Etobicoke, ON M8Y 2R3","Grocery Stores","416-251-6091","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Barkett-Foodland/2112967.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dairy Corner Milk Store","366 Royal York Road, Etobicoke, ON M8Y 2R2","Grocery Stores","416-255-4532","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Dairy-Corner-Milk-Store/2216713.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dairy Corner Milk Store","366 Royal York Road, Etobicoke, ON M8Y 2R2","Grocery Stores","416-255-6357","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Dairy-Corner-Milk-Store/2216714.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Cosimo's No Frills","748 The Queensway, Etobicoke, ON M8Z 1M9","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Cosimo-s-No-Frills/100379348.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Big Fish Market","765 The Queensway, Etobicoke, ON M8Z 1N1","Gourmet Food Shops, Fish & Seafood Stores","416-259-1585","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Big-Fish-Market/191213.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Mario & Selina's No Frills","220 Royal York Rd, Etobicoke, ON M8V 2V7","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Mario-Selina-s-No-Frills/100381537.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro Eglinton Square","40 Eglinton Sq, Scarborough, ON M1L 2K1","Grocery Stores","416-759-1952","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Metro-Eglinton-Square/5831672.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Ali's No Frills","1880 Eglinton Ave E, Scarborough, ON M1L 2L1","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Scarborough/Ali-s-No-Frills/100381514.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dickie's No Frills Ltd","1880 Eglinton Ave E, Scarborough, ON M1L 2L1","Grocery Stores","416-750-4400","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Dickie-s-No-Frills-Ltd/102293606.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"John & Danielle's No Frills","270 Wilson Ave, North York, ON M3H 1S6","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/North-York/John-Danielle-s-No-Frills/100381407.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Ej's Filipino Variety Store","312 Wilson Ave, North York, ON M3H 1S8","Grocery Stores","647-342-1631","","","https://www.yellowpages.ca/bus/Ontario/North-York/Ej-s-Filipino-Variety-Store/101222116.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"The Cake Boutique","358 Wilson Ave, North York, ON M3H 1S9","Grocery Stores","416-636-6942","Open until  6:00 pm","The Cake Boutique specializes in,as the name suggests,cakes and pastries. Other food items are also available either on the menu or through special order.Please take a look at the ...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/North-York/The-Cake-Boutique/2151051.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dpy Mama's Food Market","322 Wilson Ave, North York, ON M3H 1S8","Grocery Stores","416-398-8868","","","https://www.yellowpages.ca/bus/Ontario/North-York/Dpy-Mama-s-Food-Market/102243660.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Keerthy's Supermarket","Toronto, ON M3H 1T9","Grocery Stores","416-633-8180","","","https://www.yellowpages.ca/bus/Ontario/Toronto/Keerthy-s-Supermarket/101657915.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Organic Fine Food","3066 Bloor St W, Etobicoke, ON M8X 1C4","Gourmet Food Shops","647-288-0285","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Organic-Fine-Food/7138059.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Seafood City Supermarket - Scarborough","20 Lebovic Ave, Scarborough, ON M1L 4V9","Grocery Stores","647-847-5382","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Seafood-City-Supermarket-Scarborough/102735026.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Rdinh Investments Corp","4243 Dundas St W, Etobicoke, ON M8X 1Y3","Gourmet Food Shops","416-236-2234","Open until  6:00 pm","Chef Patrick Alléguède's life-long devotion to cooking began during his childhood in Southwest France, helping his mother with her baking, and later, working with pates in his uncl...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Rdinh-Investments-Corp/2386432.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Bruno's Fine Foods","4242 Dundas St W, Etobicoke, ON M8X 1Y6","Gourmet Food Shops, Butcher Shops","416-234-1106","","Purveyors for over 30 years of quality meat, fish, fresh produce, gourmet groceries, catering and gift baskets. A family business that now embraces seven Toronto area stores. All p...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Bruno-s-Fine-Foods/2141998.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Jelco Foods Inc","Toronto, ON M3H 3B9","Grocery Stores","416-667-0093","","","https://www.yellowpages.ca/bus/Ontario/Toronto/Jelco-Foods-Inc/101662517.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Tasteco Supermarket","462 Birchmount Rd, Scarborough, ON M1K 1N8","Grocery Stores","647-346-6166","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Tasteco-Supermarket/101017986.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Tasteco Supermarket","462 Birchmount Rd, Scarborough, ON M1K 1N8","Grocery Stores, Telecommunications Equipment & Supplies","647-346-6066","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Tasteco-Supermarket/7122731.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Oriental Giant Food Mart Inc","462 Birchmount Rd, Scarborough, ON M1K 1N8","Grocery Stores","416-690-9088","Open until  12:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Oriental-Giant-Food-Mart-Inc/2446107.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sun Valley Supermarket","468 Danforth Rd, Scarborough, ON M1K 1C6","Grocery Stores","416-264-2323","Open until  9:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Sun-Valley-Supermarket/7479728.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Pristine Fine Foods","339 Evans Ave, Etobicoke, ON M8Z 1K2","Grocery Stores, Food Products","416-259-3737","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Pristine-Fine-Foods/100220386.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sun Valley Fruit & Grocery Ltd","468 Danforth Rd, Scarborough, ON M1K 1C6","Grocery Stores","416-264-3360","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Sun-Valley-Fruit-Grocery-Ltd/2560732.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"1587378 Ontario Limited","84 De Quincy Blvd, North York, ON M3H 1Y7","Grocery Stores","416-831-2727","","","https://www.yellowpages.ca/bus/Ontario/North-York/1587378-Ontario-Limited/102189609.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Self African Store","3889 Bathurst St, North York, ON M3H 5V1","Grocery Stores","416-223-7011","Open until  8:00 pm","","https://www.yellowpages.ca/bus/Ontario/North-York/Self-African-Store/3976523.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Bicolandia Enterprise Co","3889 Bathurst St, North York, ON M3H 5V1","Grocery Stores","416-630-7515","","","https://www.yellowpages.ca/bus/Ontario/North-York/Bicolandia-Enterprise-Co/101918602.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Tim Hoets","30 Silvio Ave, Scarborough, ON M1K 1V2","Grocery Stores","647-779-3817","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hoets/102116223.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Absolutely Fine Foods","270 The Kingsway, Etobicoke, ON M9A 3T7","Gourmet Food Shops, Caterers","416-231-4011","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Absolutely-Fine-Foods/5878586.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Foodie Group Inc","270 The Kingsway, Etobicoke, ON M9A 3T7","Gourmet Food Shops","416-207-0212","Open until  7:00 pm","Pasta Gourmet is a gourmet food store, offering delicious take-home prepared foods and fresh pasta. Located in the Kingsway on Royal York Road, just north of Dundas.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Foodie-Group-Inc/7132454.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Seven Sister Food Mart","2863 Lake Shore Blvd W, Etobicoke, ON M8V 1H8","Grocery Stores","416-201-8803","Open until  9:00 pm",".","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Seven-Sister-Food-Mart/6199836.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Loblaws","270 The Kingsway, Etobicoke, ON M9A 3T7","Grocery Stores","416-231-0931","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Loblaws/7778825.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Jim & Maria's No Frills","1020 Islington Ave, Etobicoke, ON M8Z 6A4","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Jim-Maria-s-No-Frills/100379347.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Islington Groceries","1062 Islington Ave, Etobicoke, ON M8Z 4R6","Grocery Stores","416-233-8627","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Islington-Groceries/2335754.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Mga Foodmart","2887 Lake Shore Blvd W, Etobicoke, ON M8V 1J1","Grocery Stores","416-251-0411","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Mga-Foodmart/3265051.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Adonis","20 Ashtonbee Rd, Scarborough, ON M1L 4R5","Grocery Stores","416-642-1515","Open until  5:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Adonis/100747793.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Kimmy's Little Viet Kitchen","91 Preston St, Scarborough, ON M1N 3N4","Grocery Stores","647-719-2991","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Kimmy-s-Little-Viet-Kitchen/102115368.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sobeys","3250-3300 Bloor St W, Etobicoke, ON M8X 2X9","Grocery Stores","416-233-3058","Open until  11:00 pm","Sobeys: modern food stores offering full-service meat and seafood departments,farm-fresh produce,in-store bakeries,prepared foods and florists
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Sobeys/102089339.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Al Premium Food Mart","1970 Eglinton Avenue East, Toronto, ON M1L 2M6","Grocery Stores","416-285-5592","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Toronto/Al-Premium-Food-Mart/8075579.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Al Premium Food Mart","1970 Eglinton Ave E, Toronto, ON M1L 2M6","Grocery Stores, Food Brokers","416-751-3666","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Toronto/Al-Premium-Food-Mart/8110693.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Paul's Grocery","25 Craiglee Dr, Scarborough, ON M1N 2L9","Grocery Stores","416-269-4787","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Paul-s-Grocery/102106931.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Alwalaa Halal Meat & Groceries","1728 Lawrence Ave E, Scarborough, ON M1R 2Y1","Grocery Stores","416-285-0778","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Alwalaa-Halal-Meat-Groceries/2087070.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Healthy Bar","Toronto, ON M3J 0G8","Grocery Stores","647-834-0216","","","https://www.yellowpages.ca/bus/Ontario/Toronto/Healthy-Bar/101919293.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro","1090 Wilson Ave, North York, ON M3K 1G6","Grocery Stores","416-635-0336","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/North-York/Metro/8162304.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dominion Food Stores","1090 Wilson Ave, North York, ON M3K 1G6","Grocery Stores, Convenience Stores","416-635-0284","","","https://www.yellowpages.ca/bus/Ontario/North-York/Dominion-Food-Stores/101572069.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Pina Food Ltd","20 Dubray Ave, North York, ON M3K 1V5","Grocery Stores","905-832-5589","","","https://www.yellowpages.ca/bus/Ontario/North-York/Pina-Food-Ltd/102176744.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"P J S Produce & Wholesale","25 Connell Crt, Etobicoke, ON M8Z 1E8","Grocery Stores, Fruit & Vegetable Stores","416-252-0240","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/P-J-S-Produce-Wholesale/7792260.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Papa Dong's Bakery","2244 Kingston Rd, Scarborough, ON M1N 1T9","Grocery Stores","647-467-9004","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Papa-Dong-s-Bakery/102091967.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Btrust Supermarket","1105 Wilson Ave, North York, ON M3M 1H2","Grocery Stores","416-245-8858","Open until  10:00 pm","Btrust Supermarket has two locations now. Mississauga store located in the busy commerical area of downtown Mississauga (Golden Square), has a huge variety of foods from a variety ...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/North-York/Btrust-Supermarket/6202553.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
